,Date,Open(USD),High(USD),Low(USD),Close(USD),Volume,Market Cap(USD),Close Percent Change
1066,2018-07-09,486.92984542,488.62712653,470.89265114,472.70464730000003,302976.35508108,143218331.07008168,-0.029557575885179044
1065,2018-07-08,485.86063625,494.30462827,482.30423334,487.10220777,292164.81340552,142314125.64244628,0.003740129926331992
1064,2018-07-07,470.26469129,486.36543495,463.25949889,485.28717069999993,281392.06285419,136555958.04062733,0.03198152575178792
1063,2018-07-06,467.87195499,473.0175757,452.85910407,470.24792459,321250.42716432,151067346.64893004,0.0043663072934412295
1062,2018-07-05,467.42848939,476.61434364,459.8312563,468.20360378,411034.53040342,192447848.41350493,0.004608043328032885
1061,2018-07-04,462.14053771,479.33239889,453.05347075,466.05599755,372019.15307142,173381757.49218348,0.009277910002760235
1060,2018-07-03,476.11950816,484.96376528,460.30791516,461.77172108,403554.83291037,186350209.74124107,-0.029145164352202487
1059,2018-07-02,452.01077691,480.03519598,445.45552407,475.63415675,446030.30129131,212147246.23992693,0.05427633748848959
1058,2018-07-01,453.41751452,455.74766457,445.43478298,451.14752161,238033.61782756,107388276.74296203,-0.0051468760919176635
1057,2018-06-30,435.01464672,459.16020180000004,435.01464672,453.48153488,391414.02507348,177499032.8638275,0.04308104148348213
1056,2018-06-29,421.31146807,441.46178485,405.78620504,434.75196734,560841.69494322,243827030.24180388,0.031784149764524594
1055,2018-06-28,441.41740114,442.86708227,418.40828500000003,421.35941654,361943.40671688,152508262.67541927,-0.04497818456552671
1054,2018-06-27,429.99024098,445.09029308,422.21398199,441.20397014,454200.52166138,200395073.39658663,0.025777502864936963
1053,2018-06-26,459.04774972,461.08003968,430.11663729,430.11663729,470560.565926,202395928.25803617,-0.062447246375256775
1052,2018-06-25,455.14222671,471.77635876,446.10390945,458.76526481,479152.26454941,219818415.53188515,0.005889657300561346
1051,2018-06-24,474.5213975,476.16674121,422.66817107,456.07911512,733375.36057207,334477185.49968666,-0.039868422518420384
1050,2018-06-23,469.89034193,481.87359123,461.02570677,475.01730577,315304.30054749,149774999.34387633,0.014866104781105394
1049,2018-06-22,527.59886309,527.59886309,454.94711405,468.05909029,793926.53790106,371604533.0885564,-0.11270678092199525
1048,2018-06-21,536.53592732,543.91381267,525.08130921,527.51343099,274316.42294021,144705597.44256368,-0.015751278556619952
1047,2018-06-20,536.90557057,538.44967472,518.123708,535.95541401,357989.97680574,191866666.2291616,-0.0013383246407607794
1046,2018-06-19,517.46520422,543.36407655,515.2275794,536.67365759,392689.89260472,210746320.9622012,0.03700412549472687
1045,2018-06-18,497.76429111,524.0226190000002,491.31419537,517.52316543,367734.71190564,190311232.144052,0.03970393560327068
1044,2018-06-17,497.97268516,507.58521646,496.29094715,497.76012931,237311.27394288,118124090.40569855,-0.0008269585400253465
1043,2018-06-16,487.9025575,502.02852393,485.81134335,498.17209698,275377.09007804,137185182.42423812,0.023941599737406397
1042,2018-06-15,519.96933108,521.13924467,484.79375693,486.52393565,538539.1441975001,262012183.93389305,-0.06313058689838957
1041,2018-06-14,476.72337776,525.00686474,464.19143265,519.30816488,925214.36171835,480471372.3003765,0.09053728159017947
1040,2018-06-13,496.43497832,502.36961491,452.21876742,476.19478366,788979.98634078,375708153.9039148,-0.043201930482264166
1039,2018-06-12,531.35815326,538.13762563,487.5446046,497.69622121,603975.12063808,300596135.24754244,-0.06220732113952442
1038,2018-06-11,525.31491028,535.33293802,512.21198084,530.71028643,552911.48651667,293435813.37818664,0.012327785069370378
1037,2018-06-10,594.15209549,594.15209549,507.35098303,524.24747622,697125.94943243,365466519.5942422,-0.11745216701379654
1036,2018-06-09,599.89632814,608.23825893,594.01593503,594.01593503,180297.60214774,107099648.72353148,-0.009331524637053112
1035,2018-06-08,604.07425841,607.44605281,594.01218461,599.61122192,239853.61913734,143818921.653726,-0.005759669719893834
1034,2018-06-07,606.20397025,615.29193461,599.83460969,603.08479113,334141.66138991,201515754.066669,-0.0053446324050454574
1033,2018-06-06,608.19098163,610.78119215,593.63812424,606.32537739,303089.61521765,183770925.32846263,-0.0019113684581036907
1032,2018-06-05,591.63735379,611.34378266,577.51627574,607.48650794,363715.55150420003,220952290.26822817,0.025222173370556208
1031,2018-06-04,619.00512248,624.39947178,581.64299335,592.54132784,370743.81226586,219681030.8081025,-0.04208306142552132
1030,2018-06-03,591.18922758,625.92394831,591.18922758,618.57276344,288742.42397405,178608199.11975735,0.04564921426227353
1029,2018-06-02,579.17016153,599.50880232,575.70685718,591.56814255,322301.1203496,190663075.10782573,0.021271221194517853
1028,2018-06-01,577.61748965,588.86442974,565.87669489,579.24685458,389058.72815065,225361044.52757043,0.004641096116208665
1027,2018-05-31,557.92666373,585.55950062,555.63827459,576.57093346,443317.055125,255603728.29398844,0.031508643348789216
1026,2018-05-30,566.87062696,584.17849187,544.49580854,558.95889693,468919.71212620003,262106845.03968567,-0.010456371728537084
1025,2018-05-29,513.09933142,572.58272283,513.09933142,564.86533889,659305.24365178,372418679.8851141,0.09776766583249552
1024,2018-05-28,570.47380305,574.88328346,508.17068738,514.5581861000002,762503.08670073,392352205.1916742,-0.09806332694339714
1023,2018-05-27,587.5754797000002,590.44008613,558.8030581,570.50367445,408907.15763733,233283035.93948492,-0.02808349354659889
1022,2018-05-26,585.45892829,606.85289786,579.58016213,586.98835822,268464.50626574,157585539.77276057,0.0044417855026221975
1021,2018-05-25,602.51096346,615.44795547,570.52657011,584.39261159,500949.24947016,292751040.17275447,-0.026352942476219776
1020,2018-05-24,577.85251018,609.11712795,547.94689553,600.20990879,749635.41678116,449938605.13107127,0.03294854490282528
